rule_id,frag_from,frag_to,chemotype_from,chemotype_to,radius,env_id,n_pairs_env,n_pairs_global,context_chemotypes,context_example,n_props_sign_flip_vs_global,mean_d_Hf,z_Hf,mean_d_Q,z_Q,mean_d_OBgood,z_OBgood,mean_d_Pe,z_Pe,mean_d_D,z_D,mean_d_P,z_P,mean_d_IS,z_IS
1472,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,14216546,13,446,azoxy:13;azole_ring:13;amino:13;nitro:6,[*:2]N.[*:1]N=[N+]([O-])c1[nH]nnc1N,0,98.8546,1.97072,218.835,1.43954,11.14,0.6194,0.0931538,1.18269,0.276646,0.615343,2.05921,0.557663,14.1871,0.138733
1782,[*:1]c1nnc(C)n1[*:2],[*:1]c1nnn([*:2])c1C,azole_ring,azole_ring,2,24852516,13,446,nitramine:13;nitro:13;azo:13;azole_ring:13,[*:2]N=Nc1[nH]nnc1[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,8.21846,0.163839,29.2628,0.192497,0,0,0.0221308,0.280975,0.0346324,0.0770328,0.197095,0.0533761,-51.8316,-0.506851
1782,[*:1]c1nnc(C)n1[*:2],[*:1]c1nnn([*:2])c1C,azole_ring,azole_ring,2,72126932,13,446,nitramine:13;nitro:13;hydrazo:13;azole_ring:13,[*:1]NNc1c(C)nnn1C.[*:2]N[N+](=O)[O-],0,11.4538,0.228338,39.8484,0.262131,0,0,0.0325615,0.413405,0.0242975,0.054045,0.0313216,0.0084823,-86.9545,-0.850311
1852,[*:1]c1nnc(C)n1[*:2],[*:1]c1nncn1[*:2],azole_ring,azole_ring,2,72375499,13,446,hydrazo:13;azole_ring:13;amino:13;hydroxyl:13,[*:2]NNc1c(N[N+](=O)[O-])nnn1N[N+](=O)[O-].[*:1]O,0,10.7608,0.214521,112.532,0.740258,16.2278,0.902287,0.0484923,0.615664,0.408189,0.907933,3.20088,0.866842,-13.2809,-0.129872
2620,[*:1]c1c(O)nnn1[*:2],[*:1]c1nnc(O)n1[*:2],azole_ring,azole_ring,2,72235310,13,446,nitro:13;hydrazo:13;azole_ring:13;amino:13,[*:1]NNc1c(N)nnn1O.[*:2][N+](=O)[O-],0,-18.1777,-0.362381,-62.9783,-0.414285,0,0,-0.0461769,-0.586267,-0.0606276,-0.134854,-0.340887,-0.0923169,26.7734,0.261812
1916,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nnc([*:2])n1N,nitramine,azole_ring,2,13228,13,445,azo:13;azole_ring:13;hydroxyl:4;nitro:4,[*:2]C.[*:1]N=Nc1c(C)nnn1O,0,-5.99692,-0.119552,-252.509,-1.66106,-30.4945,-1.69553,-0.0588692,-0.74741,-0.481251,-1.07044,-3.55839,-0.963661,44.9681,0.439735
256,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nn(N)nc1[*:2],azide,azole_ring,2,12680854,13,444,azo:13;azole_ring:13;amino:13;azide:7,[*:2]N.[*:1]N=Nc1c([N+](=O)[O-])nnn1O,0,-70.9392,-1.41421,-128.597,-0.845935,-11.5564,-0.642552,-0.0126154,-0.160166,-0.139602,-0.310517,-1.1471,-0.31065,-107.89,-1.05504
268,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azide,nitro,2,25535210,13,444,nitro:13;azo:13;azole_ring:13;azide:6,[*:1]N=Nc1n[nH]nc1[N+](=O)[O-].[*:2][N+](=O)[O-],0,-61.5038,-1.22611,86.709,0.57039,11.0696,0.615485,0.0436538,0.554234,0.332817,0.740285,3.03703,0.822468,-70.0766,-0.685265
419,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1[N+](=O)[O-],azide,nitro,2,72746099,13,444,hydrazo:13;azole_ring:13;amino:13;hydroxyl:13,[*:1]NNc1nc(C)nn1N=[N+]=[N-].[*:2]O,0,-76.4292,-1.52365,74.4193,0.489546,12.562,0.69846,0.00306154,0.0388696,0.314037,0.698511,3.00022,0.812499,-9.58456,-0.0937255
606,[*:1]c1nc(N)nn1[*:2],[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,73101320,13,444,hydrazo:13;azole_ring:13;amino:13;hydroxyl:13,[*:2]NNc1nc([N+](=O)[O-])n(O)n1.[*:1]O,0,101.137,2.01621,244.721,1.60983,11.5194,0.640494,0.122092,1.5501,0.322137,0.71653,2.20508,0.597166,-35.1505,-0.34373
683,[*:1]c1c([N+](=O)[O-])nnn1[*:2],[*:1]c1nncn1[*:2],nitro,azole_ring,2,24914074,13,444,nitramine:13;nitro:13;azo:13;azole_ring:13,[*:2]N=Nc1c(C)nnn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,-16.3262,-0.32547,-148.367,-0.975991,-20.3258,-1.13014,-0.0624,-0.792237,-0.569231,-1.26614,-4.99297,-1.35216,113.791,1.11274
683,[*:1]c1c([N+](=O)[O-])nnn1[*:2],[*:1]c1nncn1[*:2],nitro,azole_ring,2,24938916,13,444,azide:13;azo:13;azole_ring:13;nitro:8,[*:1]N=Nc1c(C)nnn1[N+](=O)[O-].[*:2]N=[N+]=[N-],0,-15.8592,-0.316162,-148.791,-0.978779,-21.2445,-1.18122,-0.0478,-0.606874,-0.514691,-1.14483,-4.53774,-1.22888,43.1037,0.421503
1378,[*:1]c1nn([*:2])nc1N=[N+]=[N-],[*:1]c1nn[nH]c1[*:2],azide,azole_ring,2,25639215,13,444,nitro:13;azo:13;azole_ring:13;azide:7,[*:1]N=Nc1nc(N)n(C)n1.[*:2][N+](=O)[O-],0,-93.2138,-1.85826,-95.09,-0.625522,-8.80695,-0.489678,-0.0596462,-0.757274,-0.184814,-0.411082,-1.28061,-0.346807,-27.2443,-0.266417
1378,[*:1]c1nn([*:2])nc1N=[N+]=[N-],[*:1]c1nn[nH]c1[*:2],azide,azole_ring,2,72323723,13,444,nitramine:13;nitro:13;hydrazo:13;azole_ring:13,[*:2]NNc1c(N=[N+]=[N-])nnn1[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,-99.0792,-1.97519,-129.448,-0.851537,-9.2552,-0.514601,-0.0711462,-0.903279,-0.199998,-0.444855,-1.39159,-0.376862,-7.26695,-0.071062
1775,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])n1C,azole_ring,azole_ring,2,12667018,13,444,azo:13;azole_ring:13;amino:13;nitro:6,[*:1]N.[*:2]N=Nc1c(N)nnn1O,0,2.28615,0.0455756,-49.4962,-0.325596,-15.6863,-0.872178,0.0037,0.0469756,-0.318995,-0.709541,-2.74036,-0.742125,87.6645,0.857254
1775,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])n1C,azole_ring,azole_ring,2,50104314,13,444,azide:13;hydrazo:13;azole_ring:13;amino:13,[*:1]N=[N+]=[N-].[*:2]NNc1c(N)nnn1C,0,3.14769,0.0627508,-42.8654,-0.281978,-14.3814,-0.799626,0.00111538,0.014161,-0.326391,-0.725991,-2.76534,-0.748891,107.74,1.05356
1775,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])n1C,azole_ring,azole_ring,2,72074155,13,444,nitro:13;hydrazo:13;azole_ring:13;amino:13,[*:1]NNc1[nH]nnc1C.[*:2][N+](=O)[O-],0,4.02154,0.0801713,-36.2348,-0.23836,-14.6293,-0.81341,0.003,0.0380883,-0.32252,-0.717381,-2.96099,-0.801876,79.6534,0.778915
886,[*:1]c1nnc([*:2])n1C,[*:1]c1nnn(N[N+](=O)[O-])c1[*:2],azole_ring,nitramine,2,5882,13,443,azo:13;azole_ring:13;nitro:9;nitramine:7,[*:2]C.[*:1]N=Nc1[nH]nnc1N[N+](=O)[O-],0,52.1492,1.03962,343.747,2.26124,40.6502,2.2602,0.175292,2.22553,1.04394,2.32203,7.86624,2.13028,-75.5415,-0.738705
2781,[*:1]c1nnc([*:2])n1[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])c1[*:2],nitro,azide,2,21448,13,443,azo:13;azole_ring:13;nitro:8;nitramine:7,[*:1]C.[*:2]N=Nc1c(N=[N+]=[N-])nnn1O,0,91.7623,1.82933,-20.2785,-0.133396,-12.34,-0.686122,0.0466,0.591639,-0.178197,-0.396364,-1.81841,-0.49245,5.04971,0.0493801
2781,[*:1]c1nnc([*:2])n1[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])c1[*:2],nitro,azide,2,2451793,13,443,hydrazo:13;azole_ring:13;amino:13;nitro:7,[*:1]C.[*:2]NNc1c(N)nnn1N,0,101.261,2.01868,-8.57455,-0.0564052,-11.9943,-0.6669,0.0812462,1.03151,-0.115686,-0.25732,-1.51073,-0.409126,2.55471,0.024982
3609,[*:1]c1nnn([*:2])c1N=[N+]=[N-],[*:1]c1nnn([*:2])c1O,azide,azole_ring,2,72271632,13,443,nitro:13;hydrazo:13;azole_ring:13;amino:13,[*:2]NNc1c(N=[N+]=[N-])nnn1N.[*:1][N+](=O)[O-],0,-124.556,-2.48309,-118.525,-0.779685,-0.829637,-0.0461289,-0.0877538,-1.11413,-0.0934363,-0.20783,-0.345523,-0.0935723,-13.636,-0.133344
580,[*:1]c1n[nH]nc1[*:2],[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,14923439,13,442,hydrazo:13;azole_ring:13;amino:13;nitro:5,[*:1]N.[*:2]NNc1c(N=[N+]=[N-])nnn1O,0,5.16231,0.102913,178.757,1.1759,11.4168,0.63479,0.0982,1.24676,0.344121,0.765427,2.61835,0.709084,4.4332,0.0433514
932,[*:1]c1ncn([*:2])n1,[*:1]c1nnn([*:2])c1O,azole_ring,azole_ring,2,72505589,13,442,nitramine:13;nitro:13;hydrazo:13;azole_ring:13,[*:1]NNc1c([N+](=O)[O-])nnn1[N+](=O)[O-].[*:2]N[N+](=O)[O-],0,-18.8192,-0.375171,34.2908,0.225572,7.76457,0.43172,0.00116154,0.014747,0.237439,0.528135,2.33938,0.633536,-14.2528,-0.139375
13950327,[*:1]N,[*:1]N[N+](=O)[O-],amino,nitramine,2,198452290,12,5413,azole_ring:12;amino:7;nitro:6;nitramine:5,[*:1]n1cc(N=[N+]([O-])c2nnnn2C)nc1N=[N+]=[N-],0,11.7558,0.234358,213.339,1.40339,25.4263,1.41373,0.0493667,0.626764,0.457335,1.01725,3.80624,1.03078,-66.2408,-0.647756
13950338,[*:1]N=[N+]([*:2])[O-],[*:1]NN[*:2],azoxy,hydrazo,2,188412845,12,4015,azole_ring:12;nitro:8;hydroxyl:7;nitramine:6,[*:1]c1c[nH]nc1O.[*:2]n1nnc(N[N+](=O)[O-])n1,0,-10.8675,-0.216649,-153.633,-1.01063,-15.9176,-0.88504,-0.00945,-0.119978,-0.321797,-0.715773,-2.86391,-0.775586,-0.359058,-0.00351116
13950338,[*:1]N=[N+]([*:2])[O-],[*:1]NN[*:2],azoxy,hydrazo,2,188416703,12,4015,azole_ring:12;nitro:5;hydroxyl:4;amino:3,[*:2]c1cc(N)n(O)n1.[*:1]c1nnn(C)n1,0,-14.2975,-0.285028,-221.38,-1.45629,-19.2207,-1.0687,-0.032025,-0.406593,-0.422206,-0.939112,-3.57643,-0.968544,-57.4486,-0.561779
13950338,[*:1]N=[N+]([*:2])[O-],[*:1]NN[*:2],azoxy,hydrazo,2,188426129,12,4015,azole_ring:12;nitro:9;nitramine:6;azide:6,[*:2]c1cc(N[N+](=O)[O-])nn1N.[*:1]c1nnnn1N,0,-17.205,-0.34299,-150.736,-0.99157,-14.4479,-0.803321,-0.00948333,-0.120401,-0.271202,-0.603234,-2.49473,-0.675605,-68.2658,-0.667558
13950338,[*:1]N=[N+]([*:2])[O-],[*:1]NN[*:2],azoxy,hydrazo,2,189618963,12,4015,azole_ring:12;amino:7;nitro:6;azide:5,[*:1]c1nc(N=[N+]=[N-])n[nH]1.[*:2]n1c([N+](=O)[O-])nnc1[N+](,0,-13.08,-0.260756,-173.327,-1.14018,-15.6095,-0.867909,-0.0236667,-0.300475,-0.25309,-0.562949,-2.10411,-0.569821,-30.557,-0.29881
13950363,[*:1]N=N[*:2],[*:1]N=[N+]([*:2])[O-],azo,azoxy,2,188597424,12,3892,azole_ring:12;nitro:9;nitramine:4;amino:3,[*:1]c1n[nH]c(N)n1.[*:2]n1cnnc1[N+](=O)[O-],0,-3.55167,-0.0708042,90.4091,0.59473,8.89859,0.494773,0.050175,0.637027,0.291282,0.647897,2.48549,0.673105,-8.55098,-0.0836184
2,[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],azole_ring,azole_ring,2,18405571,12,2833,azole_ring:12;amino:12;azide:7;nitro:5,[*:2]N.[*:1]c1nc(C)[nH]c1C,0,0.3225,0.0064292,1.37144,0.00902164,0,0,0.00135,0.0171397,0.0371252,0.0825775,0.345628,0.0936008,66.9588,0.654777
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,18378157,12,2457,azole_ring:12;amino:12;nitro:9;hydroxyl:6,[*:1]N.[*:2]c1n[nH]c(O)c1N,0,19.5,0.388742,82.307,0.541433,0,0,0.0633417,0.804193,0.159268,0.35426,1.18506,0.32093,12.9554,0.126689
2468,[*:1]c1nc(C)nn1[*:2],[*:1]c1nnc(O)n1[*:2],azole_ring,azole_ring,2,25204434,12,491,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:1]N=Nc1c(O)nnn1C.[*:2]N[N+](=O)[O-],0,-21.445,-0.427517,70.0539,0.460829,22.4965,1.25084,0.0076,0.0964904,0.576629,1.2826,5.24394,1.42013,-52.611,-0.514473
2497,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnc([*:2])[nH]1,azole_ring,azole_ring,2,25505770,12,484,nitro:12;azo:12;azole_ring:12;hydroxyl:6,[*:2]N=Nc1n[nH]nc1C.[*:1][N+](=O)[O-],0,3.31917,0.0661692,-88.1728,-0.580019,-9.00785,-0.500848,-0.05435,-0.690033,-0.291642,-0.648698,-2.41662,-0.654454,14.9082,0.145784
4037,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn(N)nc1[*:2],azole_ring,azole_ring,2,44055,12,483,azo:12;azole_ring:12;nitro:7;hydroxyl:4,[*:1]C.[*:2]N=Nc1n[nH]c([N+](=O)[O-])n1,0,12.1467,0.24215,49.6656,0.326711,0,0,0.0401167,0.509326,0.0837658,0.18632,0.537447,0.145548,-16.7182,-0.163484
4037,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn(N)nc1[*:2],azole_ring,azole_ring,2,14916780,12,483,hydrazo:12;azole_ring:12;amino:12;azide:4,[*:1]N.[*:2]NNc1c(N)nnn1N=[N+]=[N-],0,20.4075,0.406833,85.0682,0.559597,0,0,0.0816417,1.03653,0.160309,0.356575,0.974891,0.264013,-19.0191,-0.185984
4037,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn(N)nc1[*:2],azole_ring,azole_ring,2,50109975,12,483,azide:12;hydrazo:12;azole_ring:12;amino:12,[*:2]N=[N+]=[N-].[*:1]NNc1c(N=[N+]=[N-])nnn1[N+](=O)[O-],0,18.36,0.366016,64.5476,0.424608,0,0,0.0524083,0.665382,0.0824988,0.183502,0.508156,0.137616,-56.5311,-0.552806
1883,[*:1]c1nnc([*:2])n1N,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,24787958,12,481,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:1]N=Nc1[nH]nnc1C.[*:2]N[N+](=O)[O-],0,12.4583,0.248363,195.377,1.28523,20.1173,1.11855,0.055025,0.698603,0.431655,0.96013,3.69127,0.999644,-100.864,-0.986332
1883,[*:1]c1nnc([*:2])n1N,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,25385781,12,481,nitro:12;azo:12;azole_ring:12;azide:3,[*:2]N=Nc1cnn(C)n1.[*:1][N+](=O)[O-],0,15.4333,0.307671,200.601,1.31959,21.1429,1.17557,0.0666417,0.84609,0.439231,0.97698,3.64069,0.985946,-55.992,-0.547534
1883,[*:1]c1nnc([*:2])n1N,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,50103201,12,481,azide:12;hydrazo:12;azole_ring:12;amino:12,[*:1]N=[N+]=[N-].[*:2]NNc1c(C)nnn1O,0,15.1283,0.301591,302.648,1.99088,23.9851,1.3336,0.0563917,0.715955,0.3604,0.801637,3.0255,0.819345,-96.8061,-0.946648
2854,[*:1]c1nn(C)nc1[*:2],[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,2447712,12,481,hydrazo:12;azole_ring:12;amino:12;hydroxyl:4,[*:2]C.[*:1]NNc1c(C)nnn1N=[N+]=[N-],0,32.9158,0.656193,133.825,0.880326,17.2481,0.959014,0.122558,1.55601,0.624433,1.38892,4.26325,1.15455,-19.4843,-0.190534
2854,[*:1]c1nn(C)nc1[*:2],[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,25487705,12,481,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1n[nH]c(N[N+](=O)[O-])n1.[*:1]N[N+](=O)[O-],0,34.0967,0.679734,102.076,0.67148,13.9425,0.775221,0.08835,1.1217,0.545926,1.2143,4.6681,1.26418,-71.4174,-0.698376
2854,[*:1]c1nn(C)nc1[*:2],[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,72162224,12,481,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:1]NNc1c(C)nnn1N[N+](=O)[O-].[*:2][N+](=O)[O-],0,34.9025,0.695798,109.994,0.723566,14.3945,0.800352,0.09545,1.21184,0.581063,1.29246,4.84697,1.31262,-76.4795,-0.747878
2854,[*:1]c1nn(C)nc1[*:2],[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,72169099,12,481,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:1]NNc1c(C)nnn1O.[*:2]O,0,34.4308,0.686395,135.047,0.888366,16.913,0.940385,0.1157,1.46894,0.639044,1.42142,4.81518,1.30402,-21.4257,-0.209517
2854,[*:1]c1nn(C)nc1[*:2],[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,72312275,12,481,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:2]NNc1c(N=[N+]=[N-])nnn1O.[*:1]N[N+](=O)[O-],0,33.6258,0.670347,105.163,0.691786,14.1328,0.785801,0.090125,1.14424,0.569819,1.26745,4.86595,1.31776,-107.582,-1.05202
2854,[*:1]c1nn(C)nc1[*:2],[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,72576135,12,481,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:2]NNc1cnn(N[N+](=O)[O-])n1.[*:1][N+](=O)[O-],0,32.0433,0.6388,97.1601,0.639139,14.0079,0.77886,0.0836667,1.06224,0.554683,1.23378,4.70823,1.27505,-65.2033,-0.63761
2085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1O,azole_ring,azole_ring,2,12669688,12,480,azo:12;azole_ring:12;amino:12;nitro:5,[*:2]N.[*:1]N=Nc1c(N=[N+]=[N-])nnn1N[N+](=O)[O-],0,-15.2142,-0.303302,154.051,1.01338,10.1685,0.565383,0.03735,0.4742,0.227163,0.505279,1.89182,0.51233,4.7455,0.0464053
2085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1O,azole_ring,azole_ring,2,25502038,12,480,nitro:12;azo:12;azole_ring:12;hydroxyl:4,[*:2]N=Nc1n[nH]c([N+](=O)[O-])n1.[*:1][N+](=O)[O-],0,-15.41,-0.307206,95.6325,0.629091,8.85458,0.492326,0.0253,0.321212,0.258361,0.574672,2.40495,0.651293,6.67707,0.0652937
2085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1O,azole_ring,azole_ring,2,72335736,12,480,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:1]NNc1c(N[N+](=O)[O-])nnn1C.[*:2]N[N+](=O)[O-],0,-17.7092,-0.353041,103.864,0.683236,8.55168,0.475484,0.0166833,0.211813,0.23797,0.529317,2.2567,0.611145,43.3162,0.423581
1983,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nnn(O)c1[*:2],nitramine,azole_ring,2,24879170,12,478,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:1]N=Nc1c(C)nnn1N.[*:2]N[N+](=O)[O-],0,-23.3067,-0.46463,-12.1858,-0.0801605,-8.97129,-0.498815,-0.0139,-0.176476,-0.132406,-0.294511,-1.0985,-0.297488,44.0429,0.430687
393,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(C)c1[*:2],azide,azole_ring,2,2783,12,477,azo:12;azole_ring:12;amino:6;azide:5,[*:1]C.[*:2]N=Nc1[nH]nnc1N,0,-97.61,-1.9459,-267.777,-1.76149,-32.2373,-1.79244,-0.1236,-1.56924,-0.738953,-1.64365,-5.11194,-1.38438,8.57553,0.0838584
393,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(C)c1[*:2],azide,azole_ring,2,73107041,12,477,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:2]NNc1nc([N+](=O)[O-])n([N+](=O)[O-])n1.[*:1][N+](=O)[O-],0,-100.098,-1.99551,-181.123,-1.19147,-24.4185,-1.3577,-0.0912,-1.15788,-0.610014,-1.35685,-4.94763,-1.33988,28.2541,0.276291
1900,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,13100,12,476,azo:12;azole_ring:12;amino:5;nitro:5,[*:1]C.[*:2]N=Nc1c(C)nnn1O,0,37.31,0.743793,145.476,0.956972,16.8499,0.936873,0.126617,1.60754,0.633195,1.40842,4.32894,1.17233,-18.4059,-0.179988
1900,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,24787858,12,476,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1[nH]nnc1C.[*:1]N[N+](=O)[O-],0,38.23,0.762134,126.421,0.831621,14.8922,0.828023,0.10715,1.36039,0.610881,1.35878,4.8149,1.30394,-18.5599,-0.181494
1900,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,24839544,12,476,azo:12;azole_ring:12;hydroxyl:12;nitro:5,[*:2]N=Nc1[nH]nnc1O.[*:1]O,0,40.3767,0.804929,160.8,1.05777,17.4361,0.969469,0.130433,1.656,0.717431,1.59578,5.35958,1.45145,-24.4959,-0.23954
1900,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,50109119,12,476,azide:12;hydrazo:12;azole_ring:12;amino:12,[*:2]N=[N+]=[N-].[*:1]NNc1c(N=[N+]=[N-])nnn1N[N+](=O)[O-],0,40.9092,0.815544,139.677,0.918826,14.6971,0.817175,0.117333,1.48968,0.645196,1.43511,5.23217,1.41694,-19.4806,-0.190497
2066,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,25223617,12,476,azo:12;azole_ring:12;hydroxyl:12;azide:5,[*:2]N=Nc1c(O)nnn1N=[N+]=[N-].[*:1]O,0,16.63,0.331527,66.0797,0.434686,0,0,0.0498333,0.632689,0.101368,0.225473,0.672119,0.182019,-25.1037,-0.245484
3522,[*:1]c1nn([*:2])nc1N,[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,12677833,12,476,azo:12;azole_ring:12;amino:12;nitro:7,[*:2]N.[*:1]N=Nc1c(O)nnn1O,0,-12.115,-0.241518,-43.416,-0.2856,-16.4913,-0.916936,-0.0360833,-0.458118,-0.484582,-1.07786,-3.98781,-1.07995,82.6933,0.808642
3522,[*:1]c1nn([*:2])nc1N,[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,24800937,12,476,nitro:12;azo:12;azole_ring:12;amino:5,[*:1]N=Nc1[nH]nnc1N.[*:2][N+](=O)[O-],0,-10.6967,-0.213243,-22.2112,-0.14611,-15.5148,-0.86264,-0.0325667,-0.41347,-0.49193,-1.0942,-4.34431,-1.1765,153.073,1.49687
3522,[*:1]c1nn([*:2])nc1N,[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,24812735,12,476,nitro:12;azo:12;azole_ring:12;hydroxyl:5,[*:2]N=Nc1[nH]nnc1N=[N+]=[N-].[*:1][N+](=O)[O-],0,-5.44167,-0.108482,-4.11051,-0.0270398,-16.0024,-0.889753,-0.0174833,-0.22197,-0.495503,-1.10215,-4.35476,-1.17933,24.841,0.242915
3522,[*:1]c1nn([*:2])nc1N,[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,72148310,12,476,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:2]NNc1c(C)nnn1N=[N+]=[N-].[*:1]O,0,-19.43,-0.387347,-75.496,-0.496629,-17.0019,-0.94533,-0.0651667,-0.827363,-0.465014,-1.03433,-3.51945,-0.953114,47.7701,0.467134
3522,[*:1]c1nn([*:2])nc1N,[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,72337284,12,476,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:2]NNc1c(N[N+](=O)[O-])nnn1C.[*:1][N+](=O)[O-],0,-8.7525,-0.174485,-23.3636,-0.153691,-14.8934,-0.828091,-0.0216083,-0.274342,-0.391698,-0.871254,-3.39367,-0.919052,10.8834,0.106427
1901,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn(N=[N+]=[N-])nc1[*:2],azole_ring,azide,2,13111,12,474,azo:12;azole_ring:12;nitro:5;azide:4,[*:1]C.[*:2]N=Nc1c(C)nnn1O,0,127.131,2.53442,362.945,2.38753,31.1796,1.73363,0.205892,2.61402,0.875688,1.94779,5.89726,1.59706,-13.8385,-0.135324
1901,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn(N=[N+]=[N-])nc1[*:2],azole_ring,azide,2,25049714,12,474,azide:12;azo:12;azole_ring:12;amino:6,[*:1]N=Nc1c(N=[N+]=[N-])nnn1N.[*:2]N=[N+]=[N-],0,128.781,2.56731,312.85,2.05799,26.1168,1.45213,0.176433,2.24002,0.806729,1.79441,6.17624,1.67261,-31.933,-0.312266
1938,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,14223292,12,474,azoxy:12;azole_ring:12;amino:12;nitro:6,[*:2]N.[*:1]N=[N+]([O-])c1c(O)nnn1[N+](=O)[O-],0,39.105,0.779577,-25.1689,-0.165566,-9.42093,-0.523816,0.0434167,0.551223,-0.0838521,-0.186512,-0.977562,-0.264737,62.6972,0.613103
1938,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,24878674,12,474,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1c(C)nnn1N.[*:1]N[N+](=O)[O-],0,41.5358,0.828037,-18.9094,-0.12439,-8.81265,-0.489994,0.0519917,0.660092,-0.0469831,-0.104504,-0.674754,-0.182732,24.0665,0.235341
620,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,12661081,12,473,azo:12;azole_ring:12;amino:12;nitro:5,[*:1]N.[*:2]N=Nc1c(C)nnn1N[N+](=O)[O-],0,32.2883,0.643684,-82.2704,-0.541192,-10.253,-0.570082,0.02195,0.27868,-0.0588328,-0.130862,-0.649823,-0.175981,13.5705,0.132703
