rule_id,frag_from,frag_to,chemotype_from,chemotype_to,radius,env_id,n_pairs_env,n_pairs_global,context_chemotypes,context_example,n_props_sign_flip_vs_global,mean_d_Hf,z_Hf,mean_d_Q,z_Q,mean_d_OBgood,z_OBgood,mean_d_Pe,z_Pe,mean_d_D,z_D,mean_d_P,z_P,mean_d_IS,z_IS
620,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,24918387,12,473,nitro:12;azo:12;azole_ring:12;nitramine:5,[*:1]N=Nc1c(C)nnn1N[N+](=O)[O-].[*:2][N+](=O)[O-],0,28.2025,0.562231,-52.9942,-0.348607,-8.55221,-0.475514,0.00905833,0.115006,-0.123626,-0.274981,-1.17795,-0.319006,25.2394,0.246811
1383,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,72575173,12,473,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:1]NNc1cnn(N[N+](=O)[O-])n1.[*:2]O,0,21.7208,0.433015,94.0654,0.618782,0,0,0.0713167,0.905444,0.145436,0.323493,0.95354,0.258231,39.4401,0.385677
1882,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,2457991,12,473,hydrazo:12;azole_ring:12;amino:12;nitro:5,[*:2]C.[*:1]NNc1c(N=[N+]=[N-])nnn1O,0,49.6142,0.989083,500.813,3.29445,45.352,2.52163,0.223733,2.84054,1.1414,2.53882,8.26575,2.23847,-44.7326,-0.437431
1882,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,24879559,12,473,azo:12;azole_ring:12;hydroxyl:12;nitro:6,[*:1]N=Nc1c(C)nnn1N.[*:2]O,0,46.7767,0.932516,369.759,2.43235,40.0338,2.22593,0.179708,2.2816,1.1455,2.54793,9.34243,2.53005,-135.809,-1.32805
1882,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,72168737,12,473,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:1]NNc1c(C)nnn1O.[*:2]N[N+](=O)[O-],0,52.9608,1.0558,326.688,2.14902,32.9924,1.83442,0.160417,2.03667,1.00278,2.23048,8.64133,2.34019,-122.206,-1.19503
210,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,14927657,12,469,hydrazo:12;azole_ring:12;amino:12;nitro:8,[*:2]N.[*:1]NNc1c(N[N+](=O)[O-])nnn1[N+](=O)[O-],0,43.6017,0.869221,202.021,1.32893,14.4907,0.8057,0.0899417,1.14191,0.394932,0.878446,3.22331,0.872917,-18.7036,-0.182899
210,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn([N+](=O)[O-])c1[*:2],azole_ring,nitro,2,24869382,12,469,azo:12;azole_ring:12;hydroxyl:12;nitro:3,[*:2]N=Nc1c(C)nnn1C.[*:1]O,0,45.5942,0.908942,200.912,1.32164,14.9401,0.830689,0.1153,1.46386,0.476566,1.06003,3.65014,0.988507,-12.0015,-0.11736
719,[*:1]c1nc(C)nn1[*:2],[*:1]c1nncn1[*:2],azole_ring,azole_ring,2,25155196,12,469,azo:12;azole_ring:12;hydroxyl:12;nitro:7,[*:2]N=Nc1c(N[N+](=O)[O-])nnn1N=[N+]=[N-].[*:1]O,0,23.2783,0.464065,143.18,0.941867,16.0384,0.891754,0.080875,1.0268,0.52004,1.15672,4.04679,1.09592,-25.9413,-0.253675
719,[*:1]c1nc(C)nn1[*:2],[*:1]c1nncn1[*:2],azole_ring,azole_ring,2,25708728,12,469,azide:12;azo:12;azole_ring:12;hydroxyl:5,[*:2]N=Nc1nc(N)nn1O.[*:1]N=[N+]=[N-],0,19.7542,0.393809,130.151,0.856158,14.9599,0.831791,0.0567083,0.719975,0.442529,0.984317,3.66727,0.993147,-64.208,-0.627877
1672,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1O,azide,azole_ring,2,25418742,12,469,nitro:12;azo:12;azole_ring:12;nitramine:5,[*:1]N=Nc1cnn([N+](=O)[O-])n1.[*:2][N+](=O)[O-],0,-106.07,-2.11456,-47.1966,-0.310469,-0.346578,-0.0192702,-0.0309083,-0.392416,0.0449968,0.100086,0.723015,0.195802,-26.9069,-0.263117
2599,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,42803424,12,469,azoxy:12;nitro:12;azole_ring:12;amino:5,[*:1]N=[N+]([O-])c1c(N)nnn1[N+](=O)[O-].[*:2][N+](=O)[O-],0,-14.7592,-0.294231,-28.5285,-0.187666,-13.6798,-0.760614,-0.0433167,-0.549953,-0.505932,-1.12534,-4.78564,-1.29602,32.2146,0.31502
2599,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,42955251,12,469,azoxy:12;azole_ring:12;hydroxyl:12;nitro:7,[*:1]N=[N+]([O-])c1nc(N[N+](=O)[O-])nn1N=[N+]=[N-].[*:2]O,0,-14.3308,-0.285692,-33.1167,-0.217849,-15.5465,-0.864403,-0.0444667,-0.564554,-0.49582,-1.10285,-4.25084,-1.15119,53.2501,0.520722
3832,[*:1]c1nn(N)nc1[*:2],[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,25429490,12,469,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1cnnn1N.[*:1]N[N+](=O)[O-],0,86.8033,1.73047,134.454,0.88447,8.98849,0.499771,0.045625,0.57926,0.185915,0.41353,1.47567,0.39963,33.1835,0.324495
3832,[*:1]c1nn(N)nc1[*:2],[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,72190970,12,469,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:2]NNc1c(N)nnn1C.[*:1]O,0,89.315,1.78054,196.083,1.28988,11.6974,0.650388,0.076675,0.973474,0.290039,0.645132,2.18802,0.592545,16.829,0.164568
628,[*:1]c1nn([*:2])nc1N,[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,72116721,12,467,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:2]NNc1[nH]nnc1[N+](=O)[O-].[*:1][N+](=O)[O-],0,85.8467,1.7114,146.524,0.963864,9.81473,0.545712,0.050625,0.64274,0.160409,0.356797,1.13148,0.306421,0.882542,0.0086302
3741,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nn(C)nc1[*:2],azide,azole_ring,2,73006152,12,467,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:2]NNc1nc(N[N+](=O)[O-])nn1N=[N+]=[N-].[*:1][N+](=O)[O-],0,-105.477,-2.10273,-189.102,-1.24395,-22.602,-1.2567,-0.0983417,-1.24856,-0.655876,-1.45886,-5.53782,-1.49972,59.3073,0.579954
3505,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,50106561,12,466,azide:12;hydrazo:12;azole_ring:12;amino:12,[*:2]N=[N+]=[N-].[*:1]NNc1c(N)nnn1O,0,40.0467,0.79835,321.642,2.11583,24.0167,1.33536,0.13135,1.66763,0.584172,1.29937,4.66479,1.26329,-77.0825,-0.753775
3922,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,12678378,12,466,azo:12;azole_ring:12;amino:12;nitro:7,[*:1]N.[*:2]N=Nc1c(O)nnn1[N+](=O)[O-],0,15.6167,0.311326,62.7633,0.41287,0,0,0.0479667,0.60899,0.101806,0.226447,0.72283,0.195752,-21.1448,-0.206771
1336,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1[N+](=O)[O-],azole_ring,nitro,2,2476362,12,465,hydrazo:12;azole_ring:12;amino:12;nitro:4,[*:2]C.[*:1]NNc1cnnn1C,0,7.01083,0.139764,356.266,2.3436,31.218,1.73576,0.130767,1.66023,0.635363,1.41324,4.35184,1.17854,-13.4325,-0.131354
1336,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1[N+](=O)[O-],azole_ring,nitro,2,14914306,12,465,hydrazo:12;azole_ring:12;amino:12;nitro:4,[*:1]N.[*:2]NNc1c(C)nnn1O,0,6.0475,0.12056,339.74,2.23488,28.1715,1.56637,0.115583,1.46746,0.630646,1.40275,4.97049,1.34608,-3.81477,-0.0373039
1767,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])[nH]1,azole_ring,azole_ring,2,25195027,12,464,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1c(N[N+](=O)[O-])nnn1[N+](=O)[O-].[*:1]N[N+](=O)[O-,0,3.09167,0.0616339,11.6887,0.0768909,0,0,0.00843333,0.107071,0.0603613,0.134262,0.563721,0.152663,81.3461,0.795467
1767,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])[nH]1,azole_ring,azole_ring,2,25638263,12,464,azo:12;azole_ring:12;hydroxyl:12;amino:8,[*:2]N=Nc1nc(N)n(C)n1.[*:1]O,0,5.68417,0.113317,25.7167,0.16917,0,0,0.0193417,0.245564,0.0669069,0.148821,0.501377,0.13578,33.9577,0.332066
1767,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])[nH]1,azole_ring,azole_ring,2,72433249,12,464,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:2]NNc1c(O)nnn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,4.11583,0.0820511,14.557,0.0957589,0,0,0.0110667,0.140504,0.0398548,0.0886489,0.345481,0.0935607,24.6466,0.241015
1767,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])[nH]1,azole_ring,azole_ring,2,72538004,12,464,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:1]NNc1cn(N[N+](=O)[O-])nn1.[*:2]O,0,6.15417,0.122686,25.1239,0.16527,0,0,0.0192917,0.244929,0.0822039,0.182846,0.673271,0.182331,89.9393,0.879498
1770,[*:1]c1nnc([*:2])[nH]1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,72931326,12,464,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:2]NNc1nc(N=[N+]=[N-])nn1O.[*:1]N[N+](=O)[O-],0,8.52667,0.169983,-12.2311,-0.0804585,-14.0056,-0.778731,0.0102667,0.130347,-0.388631,-0.864431,-3.62211,-0.980917,34.6481,0.338817
2975,[*:1]c1nnc([*:2])n1N=[N+]=[N-],[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,25296683,12,464,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1c([N+](=O)[O-])nnn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-,0,-76.5833,-1.52673,-107.394,-0.706463,-9.13824,-0.508098,-0.0142667,-0.181131,-0.112979,-0.251298,-0.901813,-0.244223,-23.8307,-0.233035
2975,[*:1]c1nnc([*:2])n1N=[N+]=[N-],[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,25835004,12,464,azo:12;azole_ring:12;hydroxyl:12;amino:6,[*:2]N=Nc1nc(N[N+](=O)[O-])n(N)n1.[*:1]O,0,-77.7775,-1.55053,-152.725,-1.00466,-11.9663,-0.665341,-0.0448083,-0.568891,-0.21534,-0.478981,-1.61273,-0.436748,-48.7573,-0.476788
4085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,72290366,12,464,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:1]NNc1c(N=[N+]=[N-])nnn1N=[N+]=[N-].[*:2][N+](=O)[O-],0,-11.0575,-0.220437,27.9193,0.183659,-0.402592,-0.0223846,-0.0239167,-0.303649,-0.0819453,-0.182271,-0.57461,-0.155612,-37.4806,-0.366515
264,[*:1]c1nn([*:2])nc1[N+](=O)[O-],[*:1]c1nnn([*:2])n1,nitro,azole_ring,2,72613749,12,463,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:2]NNc1cnnn1N[N+](=O)[O-].[*:1][N+](=O)[O-],0,11.4975,0.229208,-41.1394,-0.270624,-3.35416,-0.186496,0.0210917,0.267782,-0.0882591,-0.196315,-1.00847,-0.273107,6.50812,0.0636416
903,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1N[N+](=O)[O-],azide,nitramine,2,2485090,12,463,hydrazo:12;azole_ring:12;amino:12;nitro:8,[*:1]C.[*:2]NNc1nc(C)n(N)n1,0,-63.8125,-1.27213,84.4752,0.555696,13.0409,0.725091,0.0236167,0.29984,0.296292,0.659042,2.51532,0.681182,-18.7342,-0.183198
903,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1N[N+](=O)[O-],azide,nitramine,2,25254977,12,463,azide:12;azo:12;azole_ring:12;nitro:7,[*:1]N=Nc1c(O)nnn1[N+](=O)[O-].[*:2]N=[N+]=[N-],0,-62.4158,-1.24429,40.4406,0.266027,10.3041,0.57292,0.024825,0.315181,0.272276,0.605623,2.50325,0.677912,-101.461,-0.992166
903,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1N[N+](=O)[O-],azide,nitramine,2,25341100,12,463,nitro:12;azo:12;azole_ring:12;amino:5,[*:2]N=Nc1cn(N)nn1.[*:1][N+](=O)[O-],0,-60.2367,-1.20085,26.3567,0.17338,9.0622,0.50387,0.0372917,0.473459,0.295727,0.657785,2.77967,0.752772,-58.1811,-0.568942
1316,[*:1]c1nn(O)nc1[*:2],[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,14040,12,463,azo:12;azole_ring:12;nitro:7;azide:4,[*:2]C.[*:1]N=Nc1c(C)nnn1[N+](=O)[O-],0,3.6575,0.0729141,14.4313,0.0949323,0,0,0.011,0.139657,0.0263135,0.0585292,0.177369,0.0480338,24.7175,0.241708
1316,[*:1]c1nn(O)nc1[*:2],[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,25378662,12,463,azo:12;azole_ring:12;hydroxyl:12;azide:4,[*:1]N=Nc1cn[nH]n1.[*:2]O,0,7.27167,0.144964,31.1757,0.20508,0,0,0.0222417,0.282383,0.0704373,0.156674,0.578724,0.156726,3.59203,0.0351258
1316,[*:1]c1nn(O)nc1[*:2],[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,25618323,12,463,nitramine:12;nitro:12;azo:12;azole_ring:12,[*:2]N=Nc1nc(C)nn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,4.50583,0.089826,14.9966,0.0986507,0,0,0.0108,0.137118,0.0322275,0.0716836,0.291065,0.0788242,6.30462,0.0616516
1316,[*:1]c1nn(O)nc1[*:2],[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,72547641,12,463,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:1]NNc1cn([N+](=O)[O-])nn1.[*:2]O,0,5.41,0.107851,21.7956,0.143376,0,0,0.01675,0.21266,0.0714566,0.158941,0.624433,0.169105,7.4092,0.0724531
1756,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn(C)nc1[*:2],azole_ring,azole_ring,2,25586579,12,463,azide:12;azo:12;azole_ring:12;nitro:5,[*:2]N=Nc1nc(C)n[nH]1.[*:1]N=[N+]=[N-],0,-16.3333,-0.325613,-52.9043,-0.348016,-15.6122,-0.868055,-0.0454333,-0.576826,-0.473523,-1.05326,-3.82545,-1.03598,40.9481,0.400424
2597,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,19468,12,462,azo:12;azole_ring:12;nitro:8;amino:6,[*:1]C.[*:2]N=Nc1c(N=[N+]=[N-])nnn1N,0,16.0425,0.319815,65.6775,0.43204,0,0,0.0550167,0.698498,0.105012,0.233578,0.572206,0.154961,8.48745,0.0829971
392,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,12657824,12,461,azo:12;azole_ring:12;amino:12;nitro:7,[*:2]N.[*:1]N=Nc1[nH]nnc1O,0,12.9408,0.257982,-146.68,-0.964895,-26.9431,-1.49807,-0.04055,-0.514827,-0.634028,-1.41027,-5.32255,-1.44142,67.0013,0.655193
392,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,12687229,12,461,azo:12;azole_ring:12;amino:12;nitro:7,[*:1]N.[*:2]N=Nc1cnn(N[N+](=O)[O-])n1,0,6.84083,0.136375,-179.857,-1.18314,-26.7572,-1.48773,-0.0549083,-0.697122,-0.631513,-1.40467,-5.27777,-1.42929,114.986,1.12442
392,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,14935380,12,461,hydrazo:12;azole_ring:12;amino:12;nitro:7,[*:2]N.[*:1]NNc1cn(C)nn1,0,17.4675,0.348223,-143.499,-0.94397,-27.1632,-1.51031,-0.0373417,-0.474094,-0.582203,-1.29499,-4.79591,-1.2988,132.091,1.29169
1338,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn(O)nc1[*:2],azole_ring,azole_ring,2,42962463,12,460,nitramine:12;azoxy:12;nitro:12;azole_ring:12,[*:1]N=[N+]([O-])c1nc(O)nn1C.[*:2]N[N+](=O)[O-],0,-13.54,-0.269927,90.3238,0.594169,7.825,0.43508,0.0287667,0.365225,0.219842,0.488993,2.02872,0.549405,-41.4507,-0.405338
2001,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitramine,azole_ring,2,13940,12,460,azo:12;azole_ring:12;nitro:5;azide:5,[*:1]C.[*:2]N=Nc1c(C)nnn1[N+](=O)[O-],0,-25.9258,-0.516844,-74.4626,-0.489831,-17.2399,-0.958558,-0.0372417,-0.472824,-0.300955,-0.669414,-2.19305,-0.593906,16.2675,0.159077
2001,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitramine,azole_ring,2,24868622,12,460,azide:12;azo:12;azole_ring:12;nitro:4,[*:1]N=Nc1c(C)nnn1C.[*:2]N=[N+]=[N-],0,-24.2,-0.482439,-37.2394,-0.244969,-12.8508,-0.714519,-0.0132833,-0.168647,-0.188648,-0.41961,-1.53514,-0.415735,7.73047,0.0755947
2001,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitramine,azole_ring,2,25488022,12,460,azo:12;azole_ring:12;hydroxyl:12;nitro:9,[*:1]N=Nc1n[nH]c(N[N+](=O)[O-])n1.[*:2]O,0,-23.5992,-0.470461,-35.0083,-0.230292,-11.7991,-0.656045,-0.0341333,-0.43336,-0.256949,-0.571531,-2.13215,-0.577415,11.7647,0.115045
2001,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitramine,azole_ring,2,50141103,12,460,azide:12;hydrazo:12;azole_ring:12;amino:12,[*:1]N=[N+]=[N-].[*:2]NNc1nc(N)nn1N[N+](=O)[O-],0,-18.85,-0.375784,-30.124,-0.198162,-12.5791,-0.699414,-0.00188333,-0.023911,-0.212935,-0.473631,-1.87452,-0.507646,22.1325,0.216429
2001,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitramine,azole_ring,2,72114921,12,460,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:1]NNc1[nH]nnc1[N+](=O)[O-].[*:2]N[N+](=O)[O-],0,-23.5275,-0.469032,-35.4596,-0.233261,-10.6748,-0.593532,-0.0152083,-0.193087,-0.174502,-0.388145,-1.47556,-0.399603,11.1547,0.10908
2001,[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitramine,azole_ring,2,72593779,12,460,hydrazo:12;azole_ring:12;amino:12;hydroxyl:12,[*:1]NNc1cnnn1C.[*:2]O,0,-16.8417,-0.335747,-54.093,-0.355835,-14.6226,-0.813034,-0.014875,-0.188855,-0.252341,-0.561282,-2.12198,-0.574662,44.7593,0.437692
257,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn(N)nc1[*:2],nitro,azole_ring,2,25154584,12,459,azide:12;azo:12;azole_ring:12;hydroxyl:7,[*:2]N=Nc1c(N[N+](=O)[O-])nnn1N=[N+]=[N-].[*:1]N=[N+]=[N-],0,12.2425,0.24406,-142.018,-0.934223,-22.3135,-1.24066,0.0133417,0.169387,-0.309319,-0.688019,-2.85223,-0.772422,49.5371,0.484413
257,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn(N)nc1[*:2],nitro,azole_ring,2,72212454,12,459,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:2]NNc1c(N)nnn1N=[N+]=[N-].[*:1]N[N+](=O)[O-],0,16.5442,0.329816,-113.008,-0.743393,-19.358,-1.07633,0.01725,0.219008,-0.312375,-0.694814,-3.04826,-0.825509,48.5186,0.474454
257,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn(N)nc1[*:2],nitro,azole_ring,2,72212765,12,459,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:1]NNc1c(N)nnn1N=[N+]=[N-].[*:2]N[N+](=O)[O-],0,15.4033,0.307073,-113.727,-0.748123,-19.3664,-1.0768,0.0110333,0.14008,-0.319151,-0.709886,-3.05991,-0.828665,74.0352,0.723975
397,[*:1]c1nn(N)nc1[*:2],[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,12666261,12,458,azo:12;azole_ring:12;amino:12;nitro:7,[*:2]N.[*:1]N=Nc1c(N)nnn1N[N+](=O)[O-],0,-25.2225,-0.502823,-96.8586,-0.637156,-16.6004,-0.923005,-0.0822083,-1.04373,-0.539543,-1.2001,-4.24235,-1.14889,30.8308,0.301488
397,[*:1]c1nn(N)nc1[*:2],[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,25154500,12,458,azide:12;azo:12;azole_ring:12;nitro:5,[*:2]N=Nc1c(N[N+](=O)[O-])nnn1N=[N+]=[N-].[*:1]N=[N+]=[N-],0,-28.655,-0.571251,-97.3844,-0.640615,-15.0968,-0.839401,-0.0794167,-1.00828,-0.555772,-1.2362,-4.56208,-1.23547,37.8408,0.370037
1335,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1N=[N+]=[N-],azole_ring,azide,2,2461729,12,458,hydrazo:12;azole_ring:12;amino:12;nitro:8,[*:1]C.[*:2]NNc1c(N[N+](=O)[O-])nnn1O,0,90.7775,1.80969,227.23,1.49477,14.1544,0.787002,0.0988167,1.25459,0.287836,0.640234,1.87211,0.506991,18.8639,0.184467
1335,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnc([*:2])n1N=[N+]=[N-],azole_ring,azide,2,12684020,12,458,azo:12;azole_ring:12;amino:12;nitro:9,[*:2]N.[*:1]N=Nc1cn(N[N+](=O)[O-])nn1,0,93.2075,1.85814,206.987,1.36161,11.3369,0.630344,0.0759083,0.96374,0.251757,0.559982,1.89712,0.513765,25.2785,0.247194
1371,[*:1]c1nn(O)nc1[*:2],[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,42773863,12,458,azoxy:12;azole_ring:12;hydroxyl:12;amino:4,[*:1]N=[N+]([O-])c1c(C)nnn1O.[*:2]O,0,3.85333,0.0768181,-99.9598,-0.657557,-9.75503,-0.542392,-0.0594833,-0.755207,-0.268222,-0.596605,-2.08599,-0.564914,53.3693,0.521888
1371,[*:1]c1nn(O)nc1[*:2],[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,50100315,12,458,azide:12;hydrazo:12;azole_ring:12;amino:12,[*:2]N=[N+]=[N-].[*:1]NNc1[nH]nnc1[N+](=O)[O-],0,5.64167,0.112469,-97.6692,-0.642489,-9.03639,-0.502435,-0.0322,-0.408815,-0.19512,-0.434004,-1.64966,-0.446751,90.4105,0.884106
1371,[*:1]c1nn(O)nc1[*:2],[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,72139045,12,458,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:1]NNc1c(C)nnn1N.[*:2][N+](=O)[O-],0,3.37417,0.0672657,-87.668,-0.576699,-8.2692,-0.459778,-0.0457667,-0.581059,-0.230632,-0.512994,-1.92535,-0.52141,1.85315,0.0181216
1371,[*:1]c1nn(O)nc1[*:2],[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,73084228,12,458,nitramine:12;nitro:12;hydrazo:12;azole_ring:12,[*:1]NNc1nc([N+](=O)[O-])n(C)n1.[*:2]N[N+](=O)[O-],0,6.02833,0.120178,-79.8396,-0.525202,-8.36045,-0.464852,-0.03505,-0.444999,-0.209102,-0.465105,-1.78389,-0.483103,37.9439,0.371046
3137,[*:1]c1nn[nH]c1[*:2],[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,2454805,12,458,hydrazo:12;azole_ring:12;amino:12;nitro:5,[*:2]C.[*:1]NNc1c(N)nnn1[N+](=O)[O-],0,12.1125,0.241469,-12.4218,-0.0817132,2.86761,0.159443,0.0262,0.332638,0.158021,0.351486,1.09207,0.295746,59.8399,0.585163
3137,[*:1]c1nn[nH]c1[*:2],[*:1]c1nnc([*:2])n1N,azole_ring,azole_ring,2,25338193,12,458,azide:12;azo:12;azole_ring:12;amino:5,[*:1]N=Nc1cn(N)nn1.[*:2]N=[N+]=[N-],0,14.885,0.29674,-19.6301,-0.129131,0.402396,0.0223737,0.0394833,0.501285,0.0840801,0.187019,0.516878,0.139978,35.7468,0.349561
3240,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,12659515,12,458,azo:12;azole_ring:12;amino:12;nitramine:5,[*:2]N.[*:1]N=Nc1c(C)nnn1C,0,120.909,2.41038,277.314,1.82423,13.7583,0.764979,0.186283,2.36507,0.496505,1.10438,3.32803,0.901275,76.9043,0.752032
2012,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,2443743,12,457,hydrazo:12;azole_ring:12;amino:12;azide:6,[*:1]C.[*:2]NNc1[nH]nnc1N=[N+]=[N-],0,26.3533,0.525367,330.236,2.17236,27.0188,1.50228,0.195933,2.48759,0.850694,1.8922,5.8839,1.59344,-49.0678,-0.479825
2012,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,14922830,12,457,hydrazo:12;azole_ring:12;amino:12;azide:6,[*:2]N.[*:1]NNc1c(N=[N+]=[N-])nnn1N[N+](=O)[O-],0,26.4858,0.528008,313.053,2.05933,25.9095,1.4406,0.174758,2.21875,0.839412,1.8671,6.55124,1.77416,-73.9014,-0.722667
2012,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,72720994,12,457,nitro:12;hydrazo:12;azole_ring:12;amino:12,[*:1]NNc1nc(C)n(O)n1.[*:2][N+](=O)[O-],0,22.2167,0.4429,240.173,1.57991,24.2219,1.34677,0.127508,1.61886,0.794101,1.76632,6.59282,1.78542,-167.023,-1.63329
