pair_id,candidate_id,neighbor_id,context_smiles,candidate_frag,neighbor_frag,d_Hf,d_Q,d_OBgood,d_Pe,d_D,d_P,d_IS,d_nu
420,cand_031,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],-5.94234,57.8056,2.50897,0.0023,-0.0320569,-0.471009,-0.2153,
420,cand_021,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],5.94234,-57.8056,-2.50897,-0.0023,0.0320569,0.471009,0.2153,
768,cand_008,cand_001,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],-5.7773,59.3323,2.50897,0.0031,-0.0545832,-0.754919,26.5207,
768,cand_001,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],5.7773,-59.3323,-2.50897,-0.0031,0.0545832,0.754919,-26.5207,
119262576,cand_037,cand_016,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],-6.59997,52.219,2.58812,0.003,-0.0336381,-0.494566,0.074,
119262576,cand_016,cand_037,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],6.59997,-52.219,-2.58812,-0.003,0.0336381,0.494566,-0.074,
342,cand_053,cand_046,[*:1]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],0.959462,3.38877,0,0.0025,-0.0892958,-1.05637,-4.6064,
342,cand_046,cand_053,[*:1]/N=[N+](\[O-])n1nnnc1N=[N+]=[N-],[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],-0.959462,-3.38877,0,-0.0025,0.0892958,1.05637,4.6064,
516,cand_031,cand_056,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],-3.02334,-10.6783,0,-0.0079,0.0403891,0.527422,-1.1293,
516,cand_056,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],3.02334,10.6783,0,0.0079,-0.0403891,-0.527422,1.1293,
882,cand_008,cand_011,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],-0.089106,-0.314718,0,-0.0003,-0.0817569,-0.977623,11.5337,
882,cand_011,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],0.089106,0.314718,0,0.0003,0.0817569,0.977623,-11.5337,
119264160,cand_037,cand_033,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],1.74322,6.38239,0,0.0048,0.0563975,0.635715,0.1244,
119264160,cand_033,cand_037,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],-1.74322,-6.38239,0,-0.0048,-0.0563975,-0.635715,-0.1244,
378,cand_004,cand_048,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1ncnn1,-14.5906,-12.1494,-13.2166,-0.0112,-0.464875,-5.01377,-0.0168,
378,cand_048,cand_004,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-],[*:1]n1ncnn1,[*:1]c1nnnn1N[N+](=O)[O-],14.5906,12.1494,13.2166,0.0112,0.464875,5.01377,0.0168,
906,cand_008,cand_054,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1ncnn1,-17.5983,-15.6624,-16.6219,-0.0186,-0.507313,-5.2597,247.749,
906,cand_054,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1ncnn1,[*:1]c1nnnn1N[N+](=O)[O-],17.5983,15.6624,16.6219,0.0186,0.507313,5.2597,-247.749,
1086,cand_009,cand_055,[*:1]/[N+]([O-])=N/c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1ncnn1,-19.9558,-30.1806,-13.2166,-0.0247,-0.281478,-2.75794,4.4094,
1086,cand_055,cand_009,[*:1]/[N+]([O-])=N/c1nnnn1N[N+](=O)[O-],[*:1]n1ncnn1,[*:1]c1nnnn1N[N+](=O)[O-],19.9558,30.1806,13.2166,0.0247,0.281478,2.75794,-4.4094,
384,cand_026,cand_048,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]n1ncnn1,-14.5611,-12.0517,-13.2166,-0.0111,-0.462028,-4.97946,-0.8248,
384,cand_048,cand_026,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-],[*:1]n1ncnn1,[*:1]c1nnn(N[N+](=O)[O-])n1,14.5611,12.0517,13.2166,0.0111,0.462028,4.97946,0.8248,
402,cand_039,cand_010,[*:1]/N=[N+](\[O-])n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1O,[*:1]n1ncnn1,25.0708,30.1782,-7.2772,0.0234,-0.375079,-4.3456,-3.3539,
402,cand_010,cand_039,[*:1]/N=[N+](\[O-])n1nnnc1[N+](=O)[O-],[*:1]n1ncnn1,[*:1]c1nnnn1O,-25.0708,-30.1782,7.2772,-0.0234,0.375079,4.3456,3.3539,
414,cand_030,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],1.73506,6.47146,0,0.0046,-0.149957,-1.80855,-117.016,
414,cand_021,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1[N+](=O)[O-],-1.73506,-6.47146,0,-0.0046,0.149957,1.80855,117.016,
762,cand_007,cand_001,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnnc1[N+](=O)[O-],2.03564,7.59256,0,0.0054,-0.133505,-1.64416,-120.345,
762,cand_001,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1[N+](=O)[O-],-2.03564,-7.59256,0,-0.0054,0.133505,1.64416,120.345,
438,cand_058,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]n1nnnc1[N+](=O)[O-],-1.74367,72.6351,2.50897,0.0132,0.0796815,0.769535,9.8643,
438,cand_021,cand_058,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,1.74367,-72.6351,-2.50897,-0.0132,-0.0796815,-0.769535,-9.8643,
786,cand_025,cand_001,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]n1nnnc1[N+](=O)[O-],-2.09822,72.3266,2.50897,0.0127,0.0223688,0.107177,11.6324,
786,cand_001,cand_025,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,2.09822,-72.3266,-2.50897,-0.0127,-0.0223688,-0.107177,-11.6324,
444,cand_061,cand_021,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]n1nnnc1[N+](=O)[O-],-3.0627,67.9763,2.50897,0.0098,-0.19776,-2.49928,-31.8413,
444,cand_021,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,3.0627,-67.9763,-2.50897,-0.0098,0.19776,2.49928,31.8413,
450,cand_029,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],-81.2969,20.6108,12.2052,-0.0048,0.325384,3.46054,-110.334,
450,cand_030,cand_029,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],81.2969,-20.6108,-12.2052,0.0048,-0.325384,-3.46054,110.334,
804,cand_006,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],-80.2533,24.3105,12.2052,-0.0023,0.436292,4.77761,76.371,
804,cand_007,cand_006,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],80.2533,-24.3105,-12.2052,0.0023,-0.436292,-4.77761,-76.371,
486,cand_031,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1[N+](=O)[O-],-7.6774,51.3341,2.50897,-0.0023,0.1179,1.33754,116.8,
486,cand_030,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],7.6774,-51.3341,-2.50897,0.0023,-0.1179,-1.33754,-116.8,
846,cand_008,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1[N+](=O)[O-],-7.81294,51.7397,2.50897,-0.0023,0.0789216,0.889245,146.865,
846,cand_007,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],7.81294,-51.7397,-2.50897,0.0023,-0.0789216,-0.889245,-146.865,
492,cand_030,cand_056,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],4.65406,-62.0124,-2.50897,-0.0056,-0.0775109,-0.810123,-117.93,
492,cand_056,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1[N+](=O)[O-],-4.65406,62.0124,2.50897,0.0056,0.0775109,0.810123,117.93,
852,cand_007,cand_011,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnnc1N[N+](=O)[O-],7.72384,-52.0544,-2.50897,0.002,-0.160679,-1.86687,-135.332,
852,cand_011,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1[N+](=O)[O-],-7.72384,52.0544,2.50897,-0.002,0.160679,1.86687,135.332,
498,cand_030,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-3.3076,-12.3367,0,-0.0087,-0.10301,-1.17186,-91.7608,
498,cand_057,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1[N+](=O)[O-],3.3076,12.3367,0,0.0087,0.10301,1.17186,91.7608,
858,cand_007,cand_024,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-2.40775,-8.98047,0,-0.0064,-0.16315,-1.92331,-140.243,
858,cand_024,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1[N+](=O)[O-],2.40775,8.98047,0,0.0064,0.16315,1.92331,140.243,
504,cand_030,cand_058,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,3.47874,-66.1636,-2.50897,-0.0086,-0.229638,-2.57809,-126.88,
504,cand_058,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1[N+](=O)[O-],-3.47874,66.1636,2.50897,0.0086,0.229638,2.57809,126.88,
864,cand_007,cand_025,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,4.13386,-64.734,-2.50897,-0.0073,-0.155874,-1.75134,-131.977,
864,cand_025,cand_007,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1[N+](=O)[O-],-4.13386,64.734,2.50897,0.0073,0.155874,1.75134,131.977,
510,cand_061,cand_030,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1[N+](=O)[O-],-4.79776,61.5049,2.50897,0.0052,-0.0478034,-0.690728,85.1745,
510,cand_030,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,4.79776,-61.5049,-2.50897,-0.0052,0.0478034,0.690728,-85.1745,
522,cand_031,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-10.985,38.9974,2.50897,-0.011,0.0148901,0.165689,25.0397,
522,cand_057,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],10.985,-38.9974,-2.50897,0.011,-0.0148901,-0.165689,-25.0397,
888,cand_008,cand_024,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-10.2207,42.7592,2.50897,-0.0087,-0.0842287,-1.03406,6.6221,
888,cand_024,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],10.2207,-42.7592,-2.50897,0.0087,0.0842287,1.03406,-6.6221,
528,cand_031,cand_058,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,-4.19867,-14.8295,0,-0.0109,-0.111738,-1.24054,-10.0796,
528,cand_058,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],4.19867,14.8295,0,0.0109,0.111738,1.24054,10.0796,
894,cand_008,cand_025,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]n1nnc(N[N+](=O)[O-])n1,-3.67909,-12.9943,0,-0.0096,-0.076952,-0.862096,14.8883,
894,cand_025,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],3.67909,12.9943,0,0.0096,0.076952,0.862096,-14.8883,
540,cand_057,cand_056,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnnc1N[N+](=O)[O-],7.96166,-49.6757,-2.50897,0.0031,0.025499,0.361733,-26.169,
540,cand_056,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1N[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-7.96166,49.6757,2.50897,-0.0031,-0.025499,-0.361733,26.169,
912,cand_024,cand_011,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnnc1N[N+](=O)[O-],10.1316,-43.0739,-2.50897,0.0084,0.00247178,0.0564409,4.9116,
912,cand_011,cand_024,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnnc1N[N+](=O)[O-],[*:1]n1nnc([N+](=O)[O-])n1,-10.1316,43.0739,2.50897,-0.0084,-0.00247178,-0.0564409,-4.9116,
552,cand_061,cand_056,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]n1nnnc1N[N+](=O)[O-],-0.143699,-0.507537,0,-0.0004,-0.125314,-1.50085,-32.7553,
552,cand_056,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnnc1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,0.143699,0.507537,0,0.0004,0.125314,1.50085,32.7553,
558,cand_058,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]n1nnc([N+](=O)[O-])n1,-6.78634,53.8269,2.50897,-0.0001,0.126628,1.40623,35.1193,
558,cand_057,cand_058,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,6.78634,-53.8269,-2.50897,0.0001,-0.126628,-1.40623,-35.1193,
936,cand_025,cand_024,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]n1nnc([N+](=O)[O-])n1,-6.54161,55.7536,2.50897,0.0009,-0.00727666,-0.171967,-8.2662,
936,cand_024,cand_025,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]n1nnc([N+](=O)[O-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,6.54161,-55.7536,-2.50897,-0.0009,0.00727666,0.171967,8.2662,
564,cand_061,cand_057,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]n1nnc([N+](=O)[O-])n1,-8.10536,49.1681,2.50897,-0.0035,-0.150813,-1.86258,-6.5863,
564,cand_057,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc([N+](=O)[O-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,8.10536,-49.1681,-2.50897,0.0035,0.150813,1.86258,6.5863,
570,cand_061,cand_058,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,-1.31902,-4.65873,0,-0.0034,-0.277442,-3.26882,-41.7056,
570,cand_058,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,1.31902,4.65873,0,0.0034,0.277442,3.26882,41.7056,
636,cand_058,cand_021,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnn([*:2])n1,[*:1]c1nnnn1[*:2],-1.74367,72.6351,2.50897,0.0132,0.0796815,0.769535,9.8643,
636,cand_021,cand_058,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnn([*:2])n1,1.74367,-72.6351,-2.50897,-0.0132,-0.0796815,-0.769535,-9.8643,
1014,cand_025,cand_001,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnn([*:2])n1,[*:1]c1nnnn1[*:2],-2.09822,72.3266,2.50897,0.0127,0.0223688,0.107177,11.6324,
1014,cand_001,cand_025,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nc1nnn([*:2])n1,2.09822,-72.3266,-2.50897,-0.0127,-0.0223688,-0.107177,-11.6324,
642,cand_061,cand_021,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:1]c1nnnn1[*:2],-3.0627,67.9763,2.50897,0.0098,-0.19776,-2.49928,-31.8413,
642,cand_021,cand_061,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]Nn1nnc([*:2])n1,3.0627,-67.9763,-2.50897,-0.0098,0.19776,2.49928,31.8413,
648,cand_031,cand_030,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:2]c1nnnn1[*:1],-7.6774,51.3341,2.50897,-0.0023,0.1179,1.33754,116.8,
648,cand_030,cand_031,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nn1nnnc1[*:2],7.6774,-51.3341,-2.50897,0.0023,-0.1179,-1.33754,-116.8,
1020,cand_008,cand_007,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:2]c1nnnn1[*:1],-7.81294,51.7397,2.50897,-0.0023,0.0789216,0.889245,146.865,
1020,cand_007,cand_008,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nn1nnnc1[*:2],7.81294,-51.7397,-2.50897,0.0023,-0.0789216,-0.889245,-146.865,
654,cand_056,cand_030,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:2]c1nnnn1[*:1],-4.65406,62.0124,2.50897,0.0056,0.0775109,0.810123,117.93,
654,cand_030,cand_056,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nc1nnnn1[*:2],4.65406,-62.0124,-2.50897,-0.0056,-0.0775109,-0.810123,-117.93,
1026,cand_011,cand_007,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnnn1[*:2],[*:2]c1nnnn1[*:1],-7.72384,52.0544,2.50897,-0.002,0.160679,1.86687,135.332,
1026,cand_007,cand_011,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nc1nnnn1[*:2],7.72384,-52.0544,-2.50897,0.002,-0.160679,-1.86687,-135.332,
666,cand_058,cand_030,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnn([*:2])n1,[*:2]c1nnnn1[*:1],-3.47874,66.1636,2.50897,0.0086,0.229638,2.57809,126.88,
666,cand_030,cand_058,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nc1nnn([*:2])n1,3.47874,-66.1636,-2.50897,-0.0086,-0.229638,-2.57809,-126.88,
1038,cand_025,cand_007,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnn([*:2])n1,[*:2]c1nnnn1[*:1],-4.13386,64.734,2.50897,0.0073,0.155874,1.75134,131.977,
1038,cand_007,cand_025,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nc1nnn([*:2])n1,4.13386,-64.734,-2.50897,-0.0073,-0.155874,-1.75134,-131.977,
672,cand_061,cand_030,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:2]c1nnnn1[*:1],-4.79776,61.5049,2.50897,0.0052,-0.0478034,-0.690728,85.1745,
672,cand_030,cand_061,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:2]c1nnnn1[*:1],[*:1]Nn1nnc([*:2])n1,4.79776,-61.5049,-2.50897,-0.0052,0.0478034,0.690728,-85.1745,
690,cand_058,cand_031,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],4.19867,14.8295,0,0.0109,0.111738,1.24054,10.0796,
690,cand_031,cand_058,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnn([*:2])n1,-4.19867,-14.8295,0,-0.0109,-0.111738,-1.24054,-10.0796,
1056,cand_025,cand_008,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],3.67909,12.9943,0,0.0096,0.076952,0.862096,-14.8883,
1056,cand_008,cand_025,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nc1nnn([*:2])n1,-3.67909,-12.9943,0,-0.0096,-0.076952,-0.862096,14.8883,
73389078,cand_022,cand_036,[*:2]N=[N+]=[N-].[*:1]Nc1nnnn1N=[N+]=[N-],[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],0.727283,2.9075,0,0.0023,0.0942349,1.04582,-20.2028,
